season_year,player_id,player_name,team_name,team_code,rank_no,position,g,gs,ip,e,pko,po,a,dp,fpct,pb,sb,cs,cs_rate
2021,67391,김재웅,키움,WO,13,투수,51,0,53 1/3,2,0,0,6,0,0.75,0,0,0,
2021,67828,김성민,키움,WO,14,투수,47,0,46 2/3,2,0,2,11,2,0.867,0,0,0,
2021,51301,김성진,키움,WO,15,투수,46,0,41 2/3,1,0,3,4,0,0.875,0,0,0,
2021,61268,양현,키움,WO,16,투수,45,0,48,1,0,4,9,0,0.929,0,0,0,
2021,63342,조상우,키움,WO,17,투수,44,0,44,1,0,1,1,0,0.667,0,0,0,
2021,50360,김동혁,키움,WO,18,투수,40,8,82,2,1,1,14,2,0.882,0,0,0,
2021,62332,김재현,키움,WO,19,포수,39,12,139,1,0,93,8,0,0.99,1,7,2,22.2
2021,65357,송성문,키움,WO,21,3루수,38,33,265,5,0,18,67,10,0.944,0,0,0,
2021,67603,이승호,키움,WO,21,투수,38,3,47 1/3,1,0,1,8,0,0.9,0,0,0,
2021,69343,요키시,키움,WO,24,투수,31,31,181 1/3,5,1,21,36,3,0.919,0,0,0,
2021,69306,김주형,키움,WO,25,유격수,30,19,170 2/3,5,0,22,52,12,0.937,0,0,0,
2021,51309,크레익,키움,WO,27,1루수,29,26,226 2/3,0,0,232,17,27,1.0,0,0,0,
2021,50312,신준우,키움,WO,28,유격수,28,16,129,5,0,22,44,9,0.93,0,0,0,
2021,65320,최원태,키움,WO,28,투수,28,28,143 1/3,0,1,12,16,2,1.0,0,0,0,
2021,51344,김휘집,키움,WO,30,3루수,24,19,162,4,0,7,32,2,0.907,0,0,0,
2021,68330,예진원,키움,WO,30,좌익수,24,15,126,0,0,38,1,0,1.0,0,0,0,
2021,78148,정찬헌,키움,WO,32,투수,23,23,114 1/3,1,1,8,13,2,0.955,0,0,0,
2021,74359,오주원,키움,WO,33,투수,22,0,19 1/3,0,0,2,4,0,1.0,0,0,0,
2021,66018,김선기,키움,WO,36,투수,21,7,48 1/3,1,0,4,4,0,0.889,0,0,0,
2021,68341,안우진,키움,WO,36,투수,21,21,107 2/3,1,0,5,9,1,0.933,0,0,0,
2021,62353,박정음,키움,WO,38,좌익수,19,1,41 1/3,0,0,16,0,0,1.0,0,0,0,
2021,51359,장재영,키움,WO,38,투수,19,2,17 2/3,0,0,0,3,0,1.0,0,0,0,
2021,62363,한현희,키움,WO,40,투수,18,15,85 2/3,0,0,8,7,0,1.0,0,0,0,
2021,64657,박준태,키움,WO,43,우익수,16,6,71,0,0,17,0,0,1.0,0,0,0,
2021,51393,김준형,키움,WO,44,투수,14,0,14 1/3,0,0,0,1,0,1.0,0,0,0,
2021,69328,박주성,키움,WO,45,투수,13,0,18 1/3,1,0,2,1,0,0.75,0,0,0,
2021,65399,허정협,키움,WO,45,좌익수,13,6,61,0,0,19,0,0,1.0,0,0,0,
2021,65392,김정인,키움,WO,49,투수,11,6,31 2/3,0,0,1,1,0,1.0,0,0,0,
2021,50357,박주홍,키움,WO,49,좌익수,11,5,53,0,0,20,0,0,1.0,0,0,0,
2021,67313,브리검,키움,WO,52,투수,10,10,61,1,0,3,10,1,0.929,0,0,0,
2021,69399,윤정현,키움,WO,52,투수,10,0,12 1/3,0,0,2,2,0,1.0,0,0,0,
2021,64340,임지열,키움,WO,52,좌익수,10,7,53,0,0,10,1,0,1.0,0,0,0,
2021,51324,프레이타스,키움,WO,56,포수,9,9,55 1/3,1,1,36,5,0,0.976,1,6,2,25.0
2021,68346,김수환,키움,WO,59,1루수,8,7,59,1,0,50,2,7,0.981,0,0,0,
2021,65304,김은성,키움,WO,62,좌익수,6,5,44,0,0,17,0,0,1.0,0,0,0,
2021,50304,김병휘,키움,WO,63,2루수,5,2,24,1,0,5,7,1,0.923,0,0,0,
2021,50365,문찬종,키움,WO,63,2루수,5,2,21 1/3,0,0,6,7,0,1.0,0,0,0,
2021,65398,임규빈,키움,WO,63,투수,5,0,8 2/3,0,0,1,2,0,1.0,0,0,0,
2021,60336,문성현,키움,WO,67,투수,4,0,3 1/3,0,0,0,0,0,,0,0,0,
2021,50393,김동욱,키움,WO,69,투수,3,0,3,0,0,0,0,0,,0,0,0,
2021,69367,김인범,키움,WO,69,투수,3,0,5 1/3,0,0,0,0,0,,0,0,0,
2021,66305,박승주,키움,WO,69,투수,3,0,4 1/3,0,0,0,0,0,,0,0,0,
2021,50397,박관진,키움,WO,77,투수,2,0,2/3,0,0,0,0,0,,0,0,0,
2021,51334,스미스,키움,WO,77,투수,2,2,10,0,0,0,2,1,1.0,0,0,0,
2021,69366,이명기,키움,WO,77,1루수,2,2,12,0,0,13,2,1,1.0,0,0,0,
2021,50354,이종민,키움,WO,77,투수,2,0,2 1/3,0,0,0,0,0,,0,0,0,
2021,51302,이주형,키움,WO,86,좌익수,1,0,1,0,0,0,0,0,,0,0,0,
2021,69360,조영건,키움,WO,86,투수,1,0,1,0,0,0,0,0,,0,0,0,
