season_year,player_id,player_name,team_name,team_code,rank_no,position,g,gs,ip,e,pko,po,a,dp,fpct,pb,sb,cs,cs_rate
2026,67905,천재환,NC,NC,20,좌익수,16,1,49 2/3,0,0,8,0,0,1.0,0,0,0,
2026,51344,김휘집,NC,NC,24,3루수,15,15,109,1,0,12,25,1,0.974,0,0,0,
2026,63959,임정호,NC,NC,24,투수,15,0,9 1/3,0,0,1,0,0,1.0,0,0,0,
2026,63963,권희동,NC,NC,26,좌익수,14,8,74,0,0,20,0,0,1.0,0,0,0,
2026,56909,신재인,NC,NC,26,1루수,14,7,76 2/3,1,0,71,8,6,0.988,0,0,0,
2026,50996,박시원,NC,NC,32,중견수,12,9,78,1,0,17,0,0,0.944,0,0,0,
2026,68904,오영수,NC,NC,32,1루수,12,7,58 1/3,1,0,55,4,5,0.983,0,0,0,
2026,65933,구창모,NC,NC,34,투수,11,11,62 1/3,0,0,2,4,0,1.0,0,0,0,
2026,54906,원종해,NC,NC,34,투수,11,0,8 1/3,0,0,1,3,1,1.0,0,0,0,
2026,56966,테일러,NC,NC,34,투수,11,11,54 2/3,0,0,1,6,0,1.0,0,0,0,
2026,56911,토다,NC,NC,34,투수,11,11,55 2/3,1,0,4,4,0,0.889,0,0,0,
2026,56949,고준휘,NC,NC,39,좌익수,10,5,46,2,0,8,0,0,0.8,0,0,0,
2026,50992,김태경,NC,NC,39,투수,10,4,24,0,0,0,1,0,1.0,0,0,0,
2026,51903,김정호,NC,NC,41,포수,9,2,25 2/3,1,0,21,3,0,0.96,0,2,0,0.0
2026,54904,손주환,NC,NC,41,투수,9,0,7 2/3,0,0,0,1,0,1.0,0,0,0,
2026,53919,신영우,NC,NC,41,투수,9,1,12 2/3,0,0,0,1,0,1.0,0,0,0,
2026,68902,신민혁,NC,NC,44,투수,8,8,35 2/3,0,0,2,3,1,1.0,0,0,0,
2026,55903,라일리,NC,NC,46,투수,6,6,33 2/3,0,0,2,2,0,1.0,0,0,0,
2026,56928,버하겐,NC,NC,46,투수,6,6,25,0,0,1,0,0,1.0,0,0,0,
2026,53973,목지훈,NC,NC,52,투수,5,1,8 1/3,0,1,2,2,0,1.0,0,0,0,
2026,51991,오장한,NC,NC,52,우익수,5,3,32,0,0,4,0,0,1.0,0,0,0,
2026,54910,김준원,NC,NC,55,투수,4,0,5 2/3,0,0,0,1,0,1.0,0,0,0,
2026,51996,오태양,NC,NC,55,중견수,4,1,7,0,0,2,0,0,1.0,0,0,0,
2026,68639,하준영,NC,NC,55,투수,4,0,3 2/3,0,0,0,0,0,,0,0,0,
2026,51948,이용준,NC,NC,58,투수,3,0,4,0,0,0,0,0,,0,0,0,
2026,69994,박지한,NC,NC,61,투수,2,0,3,0,0,0,0,0,,0,0,0,
2026,50092,윤준혁,NC,NC,61,중견수,2,0,8,0,0,2,0,0,1.0,0,0,0,
2026,56967,최요한,NC,NC,61,투수,2,0,1 1/3,0,0,0,0,0,,0,0,0,
2026,56904,허윤,NC,NC,61,2루수,2,0,3,0,0,1,2,0,1.0,0,0,0,
2026,53989,신성호,NC,NC,66,2루수,1,0,2,0,0,0,2,1,1.0,0,0,0,
2026,54903,최우석,NC,NC,66,투수,1,0,1 1/3,0,0,1,1,0,1.0,0,0,0,
2026,50903,한재환,NC,NC,66,2루수,1,0,1,0,0,0,1,0,1.0,0,0,0,
