season_year,player_id,player_name,team_name,team_code,rank_no,avg,g,pa,ab,r,h,double_hit,triple_hit,hr,tb,rbi,sac,sf,bb,ibb,hbp,so,gdp,slg,obp,ops,mh,risp,ph_ba,xbh,go_count,ao_count,go_ao,gw_rbi,bb_k,p_pa,isop,xr,gpa
2025,67893,박성한,SSG,SK,8,0.274,127,538,452,73,124,23,2,7,172,48,2,2,79,1,3,93,6,0.381,0.384,0.765,31,0.275,0.5,32,125,112,1.12,5,0.85,4.51,0.106,69.8,0.268
2025,62895,한유섬,SSG,SK,9,0.273,128,511,455,50,124,24,0,15,193,71,1,2,46,3,7,120,6,0.424,0.347,0.771,36,0.291,0.333,39,94,119,0.79,8,0.38,3.95,0.152,67.1,0.262
2025,52804,석정우,SSG,SK,10,0.265,27,54,49,3,13,1,0,2,20,4,0,0,4,0,1,18,1,0.408,0.333,0.741,0,0.3,0.0,3,10,8,1.25,1,0.22,4.19,0.143,6.5,0.252
2025,66864,안상현,SSG,SK,11,0.264,102,289,258,38,68,8,2,6,98,15,9,2,18,0,2,85,2,0.38,0.314,0.694,19,0.2,0.0,16,56,51,1.1,1,0.21,3.87,0.116,33.0,0.236
2025,54812,정준재,SSG,SK,12,0.245,132,442,371,58,91,10,3,0,107,25,16,1,51,0,3,93,4,0.288,0.34,0.628,21,0.276,0.267,13,114,74,1.54,4,0.55,3.92,0.043,45.4,0.225
2025,75847,최정,SSG,SK,13,0.244,95,406,340,54,83,12,0,23,164,63,0,3,51,6,12,94,10,0.482,0.36,0.842,22,0.247,0.0,35,61,105,0.58,9,0.54,4.06,0.238,60.3,0.283
2025,79456,이지영,SSG,SK,14,0.239,76,216,197,13,47,6,1,3,64,18,4,2,11,0,2,22,8,0.325,0.283,0.608,14,0.177,0.0,10,73,57,1.28,2,0.5,3.29,0.086,16.9,0.209
2025,51865,조형우,SSG,SK,15,0.238,102,294,269,23,64,8,0,4,84,29,1,2,19,0,3,64,5,0.312,0.294,0.606,13,0.244,0.0,12,69,74,0.93,3,0.3,3.85,0.074,25.0,0.21
2025,55832,이율예,SSG,SK,16,0.231,8,13,13,3,3,0,0,3,12,7,0,0,0,0,0,6,0,0.923,0.231,1.154,0,0.25,0.0,3,1,3,0.33,1,0.0,4.54,0.692,3.4,0.335
2025,76802,김성현,SSG,SK,17,0.217,59,137,115,15,25,3,0,1,31,11,4,1,16,0,1,20,4,0.27,0.316,0.586,2,0.226,0.375,4,38,33,1.15,0,0.8,3.66,0.052,10.5,0.21
2025,55844,맥브룸,SSG,SK,18,0.203,22,80,74,8,15,3,0,4,30,11,0,0,5,2,1,28,2,0.405,0.263,0.668,4,0.261,0.0,7,17,14,1.21,0,0.18,4.23,0.203,7.5,0.22
2025,60558,오태곤,SSG,SK,19,0.201,122,229,194,31,39,6,0,5,60,26,3,1,30,0,1,59,4,0.309,0.31,0.619,9,0.196,0.242,11,53,44,1.2,6,0.51,3.85,0.108,22.6,0.217
2025,54806,이승민,SSG,SK,20,0.2,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0,0.0,1.0,0,1,1,1.0,0,0.0,4.2,0.0,0.1,0.14
2025,55897,홍대인,SSG,SK,20,0.2,14,5,5,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0,0.0,0.0,0,1,1,1.0,0,0.0,3.6,0.0,0.0,0.14
2025,62934,김성욱,SSG,SK,22,0.195,56,132,123,10,24,6,0,2,36,13,1,0,7,0,1,35,2,0.293,0.244,0.537,5,0.189,0.0,8,29,35,0.83,1,0.2,3.72,0.098,7.6,0.183
2025,68868,최준우,SSG,SK,23,0.191,78,192,152,17,29,0,0,3,38,22,3,4,30,0,3,47,3,0.25,0.328,0.578,5,0.262,0.148,3,51,29,1.76,3,0.64,4.03,0.059,17.9,0.21
2025,69804,채현우,SSG,SK,24,0.188,41,52,48,8,9,1,1,1,15,9,0,1,3,0,0,13,1,0.313,0.231,0.544,2,0.231,0.0,3,15,12,1.25,1,0.23,3.52,0.125,4.0,0.182
2025,66662,신범수,SSG,SK,25,0.182,29,39,33,1,6,1,0,1,10,3,0,0,5,0,1,7,0,0.303,0.308,0.611,0,0.143,0.4,2,7,13,0.54,0,0.71,3.41,0.121,3.7,0.214
2025,66917,김찬형,SSG,SK,26,0.178,44,78,73,4,13,2,0,0,15,5,1,0,3,0,1,13,3,0.205,0.221,0.426,3,0.25,0.0,2,24,23,1.04,0,0.23,4.06,0.027,1.7,0.151
2025,54805,박지환,SSG,SK,27,0.15,31,68,60,3,9,0,0,0,9,4,3,1,4,0,0,19,1,0.15,0.2,0.35,1,0.176,0.0,0,15,18,0.83,0,0.21,3.53,0.0,0.9,0.128
2025,68805,최상민,SSG,SK,28,0.143,23,9,7,5,1,0,0,0,1,1,0,0,1,0,1,5,0,0.143,0.333,0.476,0,0.0,0.0,0,1,0,,0,0.2,4.67,0.0,0.5,0.186
2025,69813,하재훈,SSG,SK,28,0.143,18,61,56,6,8,0,0,3,17,8,0,1,4,0,0,21,1,0.304,0.197,0.501,1,0.167,0.0,3,14,14,1.0,1,0.19,3.72,0.161,3.2,0.165
2025,67900,김수윤,SSG,SK,30,0.091,7,12,11,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0.091,0.167,0.258,0,0.0,0.0,0,3,3,1.0,0,0.0,3.92,0.0,-0.1,0.098
2025,71837,김강민,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,51867,김건우,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,69825,김창평,SSG,SK,31,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,65343,김택형,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,73211,노경은,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,53892,이로운,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,67807,이정범,SSG,SK,31,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,4.67,0.0,-0.3,0.0
2025,52807,임근우,SSG,SK,31,0.0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0,2,2,1.0,0,0.0,3.8,0.0,-0.5,0.0
2025,52809,전영준,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,51897,조병현,SSG,SK,31,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,68856,최민준,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,54803,최현석,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,68092,한두솔,SSG,SK,31,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,69207,김태근,삼성,SS,1,0.333,11,14,12,2,4,0,0,0,4,0,0,0,2,0,0,4,0,0.333,0.429,0.762,0,0.0,0.5,0,1,3,0.33,0,0.5,3.86,0.0,1.9,0.276
2025,67449,김성윤,삼성,SS,2,0.331,127,538,456,92,151,29,9,6,216,61,10,2,65,0,5,54,11,0.474,0.419,0.893,45,0.402,0.4,44,159,94,1.69,4,1.2,3.67,0.143,87.8,0.307
2025,62404,구자욱,삼성,SS,3,0.319,142,616,529,106,169,43,2,19,273,96,1,8,73,7,5,91,9,0.516,0.402,0.918,46,0.351,0.333,64,147,130,1.13,15,0.8,4.05,0.197,105.7,0.31
2025,54400,디아즈,삼성,SS,4,0.314,144,628,551,93,173,32,0,50,355,158,0,11,60,10,6,100,15,0.644,0.381,1.025,50,0.352,1.0,82,103,186,0.55,16,0.6,3.82,0.33,126.0,0.332
2025,69418,박승규,삼성,SS,5,0.287,64,200,174,39,50,5,0,6,73,14,1,0,21,0,4,43,2,0.42,0.377,0.797,12,0.2,0.143,11,38,43,0.88,1,0.49,4.15,0.132,27.7,0.275
2025,69442,김도환,삼성,SS,6,0.286,6,14,14,3,4,1,0,0,5,1,0,0,0,0,0,4,0,0.357,0.286,0.643,1,1.0,0.0,1,2,4,0.5,0,0.0,3.36,0.071,1.3,0.218
2025,50458,김지찬,삼성,SS,7,0.281,90,373,317,59,89,9,2,0,102,23,10,3,38,0,5,44,7,0.322,0.364,0.686,24,0.286,0.0,11,105,82,1.28,4,0.86,3.78,0.041,43.2,0.244
2025,62234,류지혁,삼성,SS,8,0.28,129,464,400,54,112,14,0,1,129,37,14,4,33,0,13,73,11,0.323,0.351,0.674,29,0.247,0.2,15,130,89,1.46,3,0.45,3.82,0.043,47.2,0.239
