순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO,BABIP,P/G,P/IP,K/9,BB/9,K/BB,OBP,SLG,OPS,player_link,player_id,season_year,team_code
8,김강현,롯데,3.86,4,0,0,0,0,-,4 2/3,3,0,3,0,5,2,2,1.29,0,0,0,0,20,81,0.176,1,0,0,0,0,1,0,0,0,0,4,0,0,0,4,5,0.80,0.250,20.3,17.4,9.64,5.79,1.67,0.300,0.235,0.535,/Record/Player/PitcherDetail/Basic.aspx?playerId=65522,65522,2026,LT
9,박세웅,롯데,4.20,10,1,4,0,0,0.200,55 2/3,57,3,26,4,47,31,26,1.49,0,0,4,0,250,956,0.266,13,0,4,2,0,1,0,10,1,0,0,0,0,3,58,54,1.07,0.325,95.6,17.2,7.60,4.20,1.81,0.354,0.369,0.723,/Record/Player/PitcherDetail/Basic.aspx?playerId=64021,64021,2026,LT
10,비슬리,롯데,4.50,11,4,3,0,0,0.571,58,66,4,17,5,69,31,29,1.43,0,0,5,0,260,1010,0.284,10,1,5,1,0,2,1,11,4,0,0,0,0,4,46,52,0.88,0.388,91.8,17.4,10.71,2.64,4.06,0.345,0.388,0.733,/Record/Player/PitcherDetail/Basic.aspx?playerId=56523,56523,2026,LT
11,김원중,롯데,4.58,21,0,2,2,4,0.000,17 2/3,21,1,10,1,10,11,9,1.75,0,0,0,0,85,325,0.300,6,0,3,1,2,3,0,0,0,0,6,6,1,2,26,14,1.86,0.333,15.5,18.4,5.09,5.09,1.00,0.390,0.429,0.819,/Record/Player/PitcherDetail/Basic.aspx?playerId=62528,62528,2026,LT
12,박준우,롯데,4.85,10,0,0,0,0,-,13,15,0,6,1,8,7,7,1.62,0,0,0,0,57,221,0.313,3,1,1,1,0,2,0,0,0,0,5,0,0,2,14,12,1.17,0.366,22.1,17.0,5.54,4.15,1.33,0.393,0.417,0.810,/Record/Player/PitcherDetail/Basic.aspx?playerId=54503,54503,2026,LT
13,박정민,롯데,4.94,24,3,1,1,6,0.750,23 2/3,19,4,18,1,31,13,13,1.56,0,0,0,2,106,468,0.218,3,0,0,0,1,0,0,0,0,3,3,8,0,1,14,23,0.61,0.288,19.5,19.8,11.79,6.85,1.72,0.358,0.391,0.749,/Record/Player/PitcherDetail/Basic.aspx?playerId=56536,56536,2026,LT
14,로드리게스,롯데,5.12,10,3,4,0,0,0.429,51,54,9,22,3,52,31,29,1.49,0,0,4,0,230,936,0.267,10,1,3,0,0,8,0,10,3,0,0,1,0,4,45,51,0.88,0.319,93.6,18.4,9.18,3.88,2.36,0.348,0.460,0.808,/Record/Player/PitcherDetail/Basic.aspx?playerId=56531,56531,2026,LT
15,정철원,롯데,5.59,23,1,2,0,3,0.333,19 1/3,20,2,7,0,15,12,12,1.40,0,0,0,1,82,325,0.282,5,0,4,0,0,3,0,0,0,1,3,5,0,1,17,19,0.89,0.333,14.1,16.8,6.98,3.26,2.14,0.346,0.437,0.783,/Record/Player/PitcherDetail/Basic.aspx?playerId=68242,68242,2026,LT
16,구승민,롯데,6.00,6,0,0,0,0,-,6,7,0,3,1,4,4,4,1.67,0,0,0,0,29,100,0.280,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,6,1.33,0.333,16.7,16.7,6.00,4.50,1.33,0.379,0.280,0.659,/Record/Player/PitcherDetail/Basic.aspx?playerId=63543,63543,2026,LT
16,홍민기,롯데,6.00,5,0,1,0,2,0.000,3,3,0,1,1,7,2,2,1.33,0,0,0,1,14,46,0.250,0,1,0,0,0,1,0,0,0,0,1,3,0,0,1,1,1.00,0.600,9.2,15.3,21.00,3.00,7.00,0.357,0.417,0.774,/Record/Player/PitcherDetail/Basic.aspx?playerId=50596,50596,2026,LT
18,쿄야마,롯데,7.59,10,0,1,0,1,0.000,10 2/3,14,1,9,0,13,10,9,2.16,0,0,0,0,54,222,0.318,3,0,1,0,0,2,0,0,0,0,3,0,0,1,9,8,1.13,0.433,22.2,20.8,10.97,7.59,1.44,0.434,0.455,0.889,/Record/Player/PitcherDetail/Basic.aspx?playerId=56548,56548,2026,LT
19,최이준,롯데,8.31,15,0,1,0,0,0.000,13,12,2,11,0,9,13,12,1.77,0,0,0,0,60,242,0.245,2,0,0,0,1,3,0,0,0,0,0,1,0,1,15,13,1.15,0.263,16.1,18.6,6.23,7.62,0.82,0.383,0.408,0.791,/Record/Player/PitcherDetail/Basic.aspx?playerId=68036,68036,2026,LT
20,이민석,롯데,8.78,6,0,0,0,0,-,13 1/3,14,1,9,2,11,14,13,1.73,0,0,0,0,65,266,0.264,4,0,0,1,0,3,0,1,0,0,1,0,0,1,18,11,1.64,0.310,44.3,20.0,7.43,6.08,1.22,0.385,0.396,0.781,/Record/Player/PitcherDetail/Basic.aspx?playerId=52530,52530,2026,LT
21,윤성빈,롯데,13.50,4,0,0,0,0,-,3 1/3,4,0,6,0,2,5,5,3.00,0,0,0,0,20,78,0.286,3,0,0,0,0,1,0,0,0,0,1,0,0,0,6,2,3.00,0.333,19.5,23.4,5.40,16.20,0.33,0.500,0.500,1.000,/Record/Player/PitcherDetail/Basic.aspx?playerId=67588,67588,2026,LT
22,신동건,롯데,18.00,1,0,0,0,0,-,1,1,0,4,0,1,2,2,5.00,0,0,0,0,8,33,0.333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.00,0.333,33.0,33.0,9.00,36.00,0.25,0.625,0.333,0.958,/Record/Player/PitcherDetail/Basic.aspx?playerId=56567,56567,2026,LT
22,최충연,롯데,18.00,1,0,0,0,0,-,1,3,0,1,0,0,2,2,4.00,0,0,0,0,7,28,0.500,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,-,0.500,28.0,28.0,0.00,9.00,0.00,0.571,0.833,1.404,/Record/Player/PitcherDetail/Basic.aspx?playerId=66451,66451,2026,LT
24,박세진,롯데,20.25,4,0,0,0,0,-,1 1/3,5,0,1,0,1,3,3,4.50,0,0,0,0,10,28,0.556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2.00,0.625,7.0,21.0,6.75,6.75,1.00,0.600,0.556,1.156,/Record/Player/PitcherDetail/Basic.aspx?playerId=66047,66047,2026,LT
1,홍건희,KIA,0.00,3,0,0,0,1,-,3,4,0,0,0,2,1,0,1.33,0,0,0,0,14,61,0.286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0.33,0.333,20.3,20.3,6.00,0.00,-,0.286,0.357,0.643,/Record/Player/PitcherDetail/Basic.aspx?playerId=61643,61643,2026,HT
2,성영탁,KIA,1.21,19,1,0,7,3,1.000,22 1/3,19,0,6,0,21,3,3,1.12,0,0,0,2,91,325,0.226,4,0,1,0,2,1,0,0,0,1,13,12,2,1,26,18,1.44,0.302,17.1,14.6,8.46,2.42,3.50,0.278,0.274,0.552,/Record/Player/PitcherDetail/Basic.aspx?playerId=54610,54610,2026,HT
3,이태양,KIA,1.42,10,1,0,0,3,1.000,12 2/3,8,0,3,1,6,2,2,0.87,0,0,0,0,50,215,0.178,2,0,0,1,0,0,0,0,0,1,2,2,0,0,10,22,0.45,0.200,21.5,17.0,4.26,2.13,2.00,0.240,0.222,0.462,/Record/Player/PitcherDetail/Basic.aspx?playerId=60768,60768,2026,HT
4,조상우,KIA,1.96,27,3,1,0,7,0.750,23,22,0,8,1,14,9,5,1.30,0,0,0,2,99,387,0.253,4,0,1,2,1,1,1,0,0,3,5,7,0,2,20,33,0.61,0.293,14.3,16.8,5.48,3.13,1.75,0.316,0.299,0.615,/Record/Player/PitcherDetail/Basic.aspx?playerId=63342,63342,2026,HT
5,올러,KIA,2.63,11,6,4,0,0,0.600,68 1/3,46,5,20,3,73,21,20,0.97,1,1,7,0,270,1022,0.190,5,2,4,1,0,3,0,11,6,0,1,0,0,5,59,65,0.91,0.248,92.9,15.0,9.61,2.63,3.65,0.259,0.289,0.548,/Record/Player/PitcherDetail/Basic.aspx?playerId=55633,55633,2026,HT
6,이형범,KIA,2.70,8,0,0,0,0,-,10,12,2,3,1,6,7,3,1.50,0,0,0,0,47,173,0.286,3,0,1,0,1,0,0,0,0,0,6,0,0,1,17,7,2.43,0.294,21.6,17.3,5.40,2.70,2.00,0.348,0.500,0.848,/Record/Player/PitcherDetail/Basic.aspx?playerId=62951,62951,2026,HT
7,한재승,KIA,2.79,21,1,0,0,1,1.000,19 1/3,13,3,6,2,14,6,6,0.98,0,0,0,0,75,298,0.194,4,1,0,0,0,1,0,0,0,1,6,2,0,1,15,25,0.60,0.200,14.2,15.4,6.52,2.79,2.33,0.280,0.418,0.698,/Record/Player/PitcherDetail/Basic.aspx?playerId=51994,51994,2026,HT
8,최지민,KIA,3.05,23,0,0,0,2,-,20 2/3,22,3,6,2,15,7,7,1.35,0,0,0,0,90,366,0.275,2,0,2,0,0,0,0,0,0,0,0,3,0,2,23,20,1.15,0.306,15.9,17.7,6.53,2.61,2.50,0.341,0.413,0.754,/Record/Player/PitcherDetail/Basic.aspx?playerId=52639,52639,2026,HT
9,곽도규,KIA,3.38,5,0,0,0,0,-,2 2/3,6,0,3,0,2,1,1,3.38,0,0,0,0,16,69,0.500,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,2,1.00,0.600,13.8,25.9,6.75,10.13,0.67,0.600,0.500,1.100,/Record/Player/PitcherDetail/Basic.aspx?playerId=53609,53609,2026,HT
10,정해영,KIA,3.78,16,2,0,2,3,1.000,16 2/3,12,1,5,1,15,7,7,1.02,0,0,0,0,67,265,0.203,2,0,2,0,1,1,0,0,0,2,3,8,0,0,17,15,1.13,0.256,16.6,15.9,8.10,2.70,3.00,0.277,0.288,0.565,/Record/Player/PitcherDetail/Basic.aspx?playerId=50662,50662,2026,HT
11,네일,KIA,3.84,11,2,4,0,0,0.333,63 1/3,60,3,10,6,48,27,27,1.11,0,0,5,0,263,1030,0.246,11,0,3,0,0,1,0,11,2,0,0,0,0,5,82,54,1.52,0.295,93.6,16.3,6.82,1.42,4.80,0.292,0.328,0.620,/Record/Player/PitcherDetail/Basic.aspx?playerId=54640,54640,2026,HT
12,황동하,KIA,3.91,13,5,0,0,1,1.000,46,46,9,14,1,35,22,20,1.30,0,0,4,0,192,755,0.260,4,0,0,0,0,1,0,6,4,1,0,1,0,4,44,52,0.85,0.278,58.1,16.4,6.85,2.74,2.50,0.318,0.435,0.753,/Record/Player/PitcherDetail/Basic.aspx?playerId=52641,52641,2026,HT
13,김범수,KIA,4.43,27,1,2,1,9,0.333,20 1/3,20,1,18,1,22,11,10,1.87,0,0,0,1,96,404,0.260,2,0,0,0,2,0,0,0,0,1,4,11,0,1,18,17,1.06,0.352,15.0,19.9,9.74,7.97,1.22,0.406,0.325,0.731,/Record/Player/PitcherDetail/Basic.aspx?playerId=65769,65769,2026,HT
14,장재혁,KIA,4.50,3,0,0,0,0,-,4,3,0,5,0,2,2,2,2.00,0,0,0,0,20,75,0.214,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,2,3.50,0.250,25.0,18.8,4.50,11.25,0.40,0.421,0.214,0.635,/Record/Player/PitcherDetail/Basic.aspx?playerId=50641,50641,2026,HT
15,김태형,KIA,4.65,9,1,1,0,0,0.500,31,35,4,18,3,18,21,16,1.71,0,0,1,0,146,596,0.280,3,0,0,0,0,2,0,6,1,0,1,0,0,4,42,30,1.40,0.301,66.2,19.2,5.23,5.23,1.00,0.384,0.400,0.784,/Record/Player/PitcherDetail/Basic.aspx?playerId=55610,55610,2026,HT
16,양현종,KIA,4.84,10,3,4,0,0,0.429,48 1/3,48,9,22,1,34,30,26,1.45,0,0,1,0,216,851,0.254,8,0,3,1,0,0,0,10,3,0,0,0,0,3,51,57,0.89,0.265,85.1,17.6,6.33,4.10,1.55,0.333,0.439,0.772,/Record/Player/PitcherDetail/Basic.aspx?playerId=77637,77637,2026,HT
17,김기훈,KIA,5.40,2,0,0,0,0,-,1 2/3,0,0,4,0,1,1,1,2.40,0,0,0,0,8,44,0.000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0.00,0.000,22.0,26.4,5.40,21.60,0.25,0.500,0.000,0.500,/Record/Player/PitcherDetail/Basic.aspx?playerId=69620,69620,2026,HT
18,김건국,KIA,7.71,5,0,0,0,0,-,4 2/3,4,1,4,0,4,4,4,1.71,0,0,0,0,22,83,0.235,1,0,0,1,0,1,0,0,0,0,5,0,0,0,3,7,0.43,0.231,16.6,17.8,7.71,7.71,1.00,0.364,0.471,0.835,/Record/Player/PitcherDetail/Basic.aspx?playerId=76225,76225,2026,HT
19,홍민규,KIA,8.35,15,1,2,0,0,0.333,18 1/3,27,2,7,0,16,17,17,1.85,0,0,0,0,89,312,0.338,9,0,1,1,0,4,0,0,0,1,5,1,0,0,16,22,0.73,0.397,20.8,17.0,7.85,3.44,2.29,0.386,0.525,0.911,/Record/Player/PitcherDetail/Basic.aspx?playerId=55267,55267,2026,HT
20,이의리,KIA,9.42,10,1,6,0,0,0.143,35 1/3,41,8,33,1,39,37,37,2.09,0,0,0,0,177,745,0.295,5,2,3,1,0,3,1,10,1,0,0,0,0,2,23,37,0.62,0.355,74.5,21.1,9.93,8.41,1.18,0.431,0.532,0.963,/Record/Player/PitcherDetail/Basic.aspx?playerId=51648,51648,2026,HT
21,김시훈,KIA,13.50,2,0,0,0,0,-,2,2,0,2,1,2,3,3,2.00,0,0,0,0,12,41,0.250,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0.33,0.333,20.5,20.5,9.00,9.00,1.00,0.455,0.500,0.955,/Record/Player/PitcherDetail/Basic.aspx?playerId=68928,68928,2026,HT
21,전상현,KIA,13.50,4,0,1,0,2,0.000,3 1/3,6,0,1,1,3,5,5,2.10,0,0,0,1,18,59,0.375,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0.75,0.462,14.8,17.7,8.10,2.70,3.00,0.444,0.500,0.944,/Record/Player/PitcherDetail/Basic.aspx?playerId=66609,66609,2026,HT
1,최원준,두산,0.00,2,0,0,0,0,-,2,1,0,1,0,1,0,0,1.00,0,0,0,0,7,30,0.167,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1.00,0.200,15.0,15.0,4.50,4.50,1.00,0.286,0.333,0.619,/Record/Player/PitcherDetail/Basic.aspx?playerId=67263,67263,2026,OB
1,최주형,두산,0.00,8,0,0,0,0,-,7,4,0,7,0,8,0,0,1.57,0,0,0,0,31,145,0.167,2,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,1.00,0.250,18.1,20.7,10.29,9.00,1.14,0.355,0.250,0.605,/Record/Player/PitcherDetail/Basic.aspx?playerId=56215,56215,2026,OB
3,김택연,두산,0.87,9,0,0,3,0,-,10 1/3,5,1,6,0,11,1,1,1.06,0,0,0,0,42,156,0.143,1,0,1,0,0,0,0,0,0,0,6,3,1,0,5,14,0.36,0.174,17.3,15.1,9.58,5.23,1.83,0.268,0.257,0.525,/Record/Player/PitcherDetail/Basic.aspx?playerId=54263,54263,2026,OB
4,윤태호,두산,1.74,12,1,0,1,1,1.000,10 1/3,8,0,6,0,9,2,2,1.35,0,0,0,1,44,187,0.222,0,0,1,1,0,1,0,0,0,1,7,3,1,2,8,12,0.67,0.286,15.6,18.1,7.84,5.23,1.50,0.326,0.222,0.548,/Record/Player/PitcherDetail/Basic.aspx?playerId=52202,52202,2026,OB
5,김정우,두산,1.80,24,0,2,0,3,0.000,25,13,0,9,3,21,5,5,0.88,0,0,0,0,98,370,0.160,3,0,3,2,1,1,0,0,0,0,2,5,0,2,22,27,0.81,0.210,15.4,14.8,7.56,3.24,2.33,0.263,0.198,0.461,/Record/Player/PitcherDetail/Basic.aspx?playerId=68830,68830,2026,OB
6,벤자민,두산,2.61,7,2,3,0,0,0.400,41 1/3,45,1,11,1,32,15,12,1.35,0,0,4,0,175,616,0.285,9,1,4,1,0,3,0,7,2,0,0,0,0,6,48,34,1.41,0.349,88.0,14.9,6.97,2.40,2.91,0.333,0.373,0.706,/Record/Player/PitcherDetail/Basic.aspx?playerId=52043,52043,2026,OB
7,박치국,두산,2.70,17,0,1,0,3,0.000,13 1/3,17,0,3,3,11,8,4,1.50,0,0,0,0,66,266,0.298,4,1,2,1,0,1,0,0,0,0,2,5,0,1,19,11,1.73,0.362,15.6,20.0,7.43,2.03,3.67,0.359,0.404,0.763,/Record/Player/PitcherDetail/Basic.aspx?playerId=67266,67266,2026,OB
8,곽빈,두산,3.26,11,3,3,0,0,0.500,60 2/3,59,3,22,1,75,26,22,1.34,0,0,6,0,263,1065,0.251,7,1,0,5,0,2,0,11,3,0,0,0,0,3,45,61,0.74,0.346,96.8,17.6,11.13,3.26,3.41,0.312,0.328,0.640,/Record/Player/PitcherDetail/Basic.aspx?playerId=68220,68220,2026,OB
9,이영하,두산,3.27,18,2,1,6,0,0.667,22,17,2,16,0,27,8,8,1.50,0,0,0,1,99,372,0.205,2,0,0,0,0,3,0,1,0,2,13,7,2,1,18,21,0.86,0.278,20.7,16.9,11.05,6.55,1.69,0.333,0.301,0.634,/Record/Player/PitcherDetail/Basic.aspx?playerId=66291,66291,2026,OB
10,최민석,두산,3.29,10,4,2,0,0,0.667,54 2/3,46,3,29,2,52,26,20,1.37,0,0,5,0,238,912,0.228,12,0,3,2,0,2,1,10,4,0,0,0,0,6,61,45,1.36,0.289,91.2,16.7,8.56,4.77,1.79,0.328,0.332,0.660,/Record/Player/PitcherDetail/Basic.aspx?playerId=55268,55268,2026,OB
11,김명신,두산,3.38,3,1,0,0,0,1.000,2 2/3,3,0,1,1,0,1,1,1.50,0,0,0,0,13,41,0.300,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3,5,0.60,0.273,13.7,15.4,0.00,3.38,0.00,0.385,0.400,0.785,/Record/Player/PitcherDetail/Basic.aspx?playerId=67246,67246,2026,OB
12,잭로그,두산,4.22,11,3,3,0,0,0.500,64,79,5,11,3,59,33,30,1.41,0,0,5,0,285,1015,0.294,17,0,2,0,0,1,0,11,3,0,0,0,0,4,74,57,1.30,0.361,92.3,15.9,8.30,1.55,5.36,0.329,0.413,0.742,/Record/Player/PitcherDetail/Basic.aspx?playerId=55239,55239,2026,OB
13,플렉센,두산,5.40,2,0,2,0,0,0.000,5,2,1,6,2,3,4,3,1.60,0,0,0,0,26,111,0.111,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,7,0.86,0.071,55.5,22.2,5.40,10.80,0.50,0.385,0.278,0.663,/Record/Player/PitcherDetail/Basic.aspx?playerId=50234,50234,2026,OB
14,최준호,두산,5.51,11,2,1,0,0,0.667,16 1/3,16,3,9,1,19,14,10,1.53,0,0,0,0,77,330,0.242,3,0,1,0,0,2,0,1,0,2,2,0,0,0,9,22,0.41,0.295,30.0,20.2,10.47,4.96,2.11,0.342,0.424,0.766,/Record/Player/PitcherDetail/Basic.aspx?playerId=53259,53259,2026,OB
15,이병헌,두산,5.57,29,1,1,0,5,0.500,21,31,1,7,0,20,16,13,1.81,0,0,0,4,101,429,0.337,3,0,1,1,0,1,0,0,0,1,0,8,0,1,23,19,1.21,0.417,14.8,20.4,8.57,3.00,2.86,0.380,0.402,0.782,/Record/Player/PitcherDetail/Basic.aspx?playerId=52204,52204,2026,OB
16,최승용,두산,5.61,11,1,5,0,0,0.167,51 1/3,64,5,22,1,31,35,32,1.68,0,0,2,0,239,902,0.309,9,1,6,3,0,1,0,11,1,0,0,0,0,2,50,65,0.77,0.339,82.0,17.6,5.44,3.86,1.41,0.373,0.435,0.808,/Record/Player/PitcherDetail/Basic.aspx?playerId=51264,51264,2026,OB
17,양재훈,두산,5.92,26,2,3,0,2,0.400,24 1/3,27,3,14,4,31,18,16,1.68,0,0,0,0,116,522,0.278,3,0,1,0,2,6,0,0,0,2,5,6,0,2,26,13,2.00,0.381,20.1,21.5,11.47,5.18,2.21,0.391,0.402,0.793,/Record/Player/PitcherDetail/Basic.aspx?playerId=55215,55215,2026,OB
18,박정수,두산,6.00,6,0,0,0,0,-,6,6,1,4,0,3,6,4,1.67,0,0,0,0,26,107,0.286,1,0,0,1,0,0,0,0,0,0,5,0,0,3,7,6,1.17,0.278,17.8,17.8,4.50,6.00,0.75,0.385,0.476,0.861,/Record/Player/PitcherDetail/Basic.aspx?playerId=65639,65639,2026,OB
19,타무라,두산,7.31,17,1,1,0,2,0.500,16,28,3,5,1,14,13,13,2.06,0,0,0,0,81,320,0.384,6,0,0,2,0,2,0,0,0,1,5,1,0,0,16,17,0.94,0.431,18.8,20.0,7.88,2.81,2.80,0.420,0.589,1.009,/Record/Player/PitcherDetail/Basic.aspx?playerId=56218,56218,2026,OB
20,이용찬,두산,8.31,10,2,0,0,0,1.000,8 2/3,11,4,3,1,8,8,8,1.62,0,0,0,0,42,152,0.297,2,0,1,0,0,1,0,0,0,2,2,1,0,0,9,9,1.00,0.280,15.2,17.5,8.31,3.12,2.67,0.366,0.676,1.042,/Record/Player/PitcherDetail/Basic.aspx?playerId=77211,77211,2026,OB
21,박신지,두산,10.50,9,0,0,0,0,-,12,14,3,8,2,9,14,14,1.83,0,0,0,0,58,196,0.304,3,1,1,1,0,0,0,0,0,0,0,0,0,2,11,13,0.85,0.314,21.8,16.3,6.75,6.00,1.13,0.421,0.609,1.030,/Record/Player/PitcherDetail/Basic.aspx?playerId=68249,68249,2026,OB
22,최지강,두산,18.00,7,0,0,0,0,-,4,9,0,4,1,4,11,8,3.25,0,0,0,0,27,98,0.429,3,1,1,0,0,1,1,0,0,0,1,1,0,0,5,3,1.67,0.529,14.0,24.5,9.00,9.00,1.00,0.538,0.667,1.205,/Record/Player/PitcherDetail/Basic.aspx?playerId=52206,52206,2026,OB
1,박지성,키움,1.17,7,0,0,0,0,-,7 2/3,5,0,4,0,7,4,1,1.17,0,0,0,0,32,122,0.179,2,0,0,0,0,1,0,0,0,0,4,0,0,1,6,10,0.60,0.238,17.4,15.9,8.22,4.70,1.75,0.281,0.250,0.531,/Record/Player/PitcherDetail/Basic.aspx?playerId=56337,56337,2026,WO
2,원종현,키움,2.14,21,0,1,0,5,0.000,21,21,0,4,0,17,7,5,1.19,0,0,0,0,88,341,0.263,3,0,3,1,0,1,0,0,0,0,4,5,0,0,21,22,0.95,0.328,16.2,16.2,7.29,1.71,4.25,0.294,0.300,0.594,/Record/Player/PitcherDetail/Basic.aspx?playerId=76118,76118,2026,WO
3,안우진,키움,2.25,7,1,2,0,0,0.333,24,18,1,7,0,31,7,6,1.04,0,0,0,0,99,379,0.200,5,1,2,0,0,0,0,7,1,0,0,0,0,2,20,21,0.95,0.293,54.1,15.8,11.63,2.63,4.43,0.258,0.311,0.569,/Record/Player/PitcherDetail/Basic.aspx?playerId=68341,68341,2026,WO
4,로젠버그,키움,3.18,3,0,1,0,0,0.000,11 1/3,14,0,4,1,14,4,4,1.59,0,0,0,0,52,212,0.298,2,0,0,0,0,0,0,3,0,0,0,0,0,1,11,8,1.38,0.424,70.7,18.7,11.12,3.18,3.50,0.365,0.340,0.705,/Record/Player/PitcherDetail/Basic.aspx?playerId=55322,55322,2026,WO
5,알칸타라,키움,3.18,10,4,4,0,0,0.500,65,67,10,9,0,61,24,23,1.17,0,0,6,0,267,966,0.262,9,2,1,1,0,2,0,10,4,0,0,0,0,5,56,73,0.77,0.306,96.6,14.9,8.45,1.25,6.78,0.286,0.430,0.716,/Record/Player/PitcherDetail/Basic.aspx?playerId=69045,69045,2026,WO
6,박준현,키움,3.68,6,1,2,0,0,0.333,29 1/3,27,0,18,0,28,13,12,1.53,0,0,1,0,131,556,0.239,9,0,0,0,0,2,0,6,1,0,0,0,0,3,35,23,1.52,0.318,92.7,19.0,8.59,5.52,1.56,0.344,0.319,0.663,/Record/Player/PitcherDetail/Basic.aspx?playerId=56318,56318,2026,WO
7,와일스,키움,4.13,4,0,3,0,0,0.000,24,32,2,2,1,17,12,11,1.42,0,0,2,0,107,387,0.323,5,0,1,4,0,0,0,4,0,0,0,0,0,0,29,25,1.16,0.357,96.8,16.1,6.38,0.75,8.50,0.330,0.434,0.764,/Record/Player/PitcherDetail/Basic.aspx?playerId=56334,56334,2026,WO
8,배동현,키움,4.15,11,4,3,0,0,0.571,47 2/3,62,4,12,2,39,22,22,1.55,0,0,1,1,215,834,0.316,14,1,2,3,0,0,0,7,2,2,0,1,0,5,41,57,0.72,0.372,75.8,17.5,7.36,2.27,3.25,0.357,0.459,0.816,/Record/Player/PitcherDetail/Basic.aspx?playerId=51761,51761,2026,WO
9,김서준,키움,4.26,9,0,0,0,1,-,12 2/3,6,1,9,1,12,6,6,1.18,0,0,0,0,53,204,0.140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,11,1.27,0.167,22.7,16.1,8.53,6.39,1.33,0.302,0.209,0.511,/Record/Player/PitcherDetail/Basic.aspx?playerId=55359,55359,2026,WO
10,유토,키움,4.76,26,3,3,9,4,0.500,22 2/3,27,2,9,0,21,12,12,1.59,0,0,0,3,101,463,0.310,4,2,4,1,0,2,0,0,0,3,15,16,1,3,15,25,0.60,0.385,17.8,20.4,8.34,3.57,2.33,0.371,0.471,0.842,/Record/Player/PitcherDetail/Basic.aspx?playerId=56348,56348,2026,WO
11,박진형,키움,4.82,16,2,1,0,2,0.667,18 2/3,20,2,11,1,15,10,10,1.66,0,0,0,0,84,323,0.282,3,2,0,1,1,0,0,0,0,2,5,2,0,2,22,15,1.47,0.327,20.2,17.3,7.23,5.30,1.36,0.381,0.465,0.846,/Record/Player/PitcherDetail/Basic.aspx?playerId=63512,63512,2026,WO
12,하영민,키움,4.89,10,2,3,0,0,0.400,38 2/3,38,6,21,2,34,25,21,1.53,0,0,1,0,175,692,0.257,11,1,1,3,0,5,0,7,2,0,0,0,0,4,30,49,0.61,0.288,69.2,17.9,7.91,4.89,1.62,0.351,0.466,0.817,/Record/Player/PitcherDetail/Basic.aspx?playerId=64350,64350,2026,WO
13,박정훈,키움,5.23,18,2,1,0,6,0.667,31,31,1,23,3,21,18,18,1.74,0,0,0,1,146,554,0.265,8,1,2,1,0,3,1,4,1,1,0,6,0,3,46,20,2.30,0.313,30.8,17.9,6.10,6.68,0.91,0.396,0.376,0.772,/Record/Player/PitcherDetail/Basic.aspx?playerId=55394,55394,2026,WO
14,오석주,키움,5.47,14,0,1,0,0,0.000,24 2/3,27,0,19,3,19,16,15,1.86,0,0,0,0,124,489,0.278,7,0,3,2,0,1,0,3,0,0,0,0,0,0,23,30,0.77,0.338,34.9,19.8,6.93,6.93,1.00,0.405,0.351,0.756,/Record/Player/PitcherDetail/Basic.aspx?playerId=67116,67116,2026,WO
15,김성진,키움,5.92,23,1,2,0,8,0.333,24 1/3,30,2,7,1,17,18,16,1.52,0,0,0,0,106,408,0.316,5,0,2,1,0,0,0,0,0,1,1,4,0,4,31,18,1.72,0.364,17.7,16.8,6.29,2.59,2.43,0.365,0.432,0.797,/Record/Player/PitcherDetail/Basic.aspx?playerId=51301,51301,2026,WO
16,정다훈,키움,6.00,9,0,0,0,0,-,9,11,2,7,1,1,6,6,2.00,0,0,0,0,45,172,0.314,2,0,1,1,1,0,0,0,0,0,5,0,0,1,9,15,0.60,0.273,19.1,19.1,1.00,7.00,0.14,0.432,0.543,0.975,/Record/Player/PitcherDetail/Basic.aspx?playerId=56345,56345,2026,WO
17,박윤성,키움,7.71,4,0,1,0,1,0.000,2 1/3,2,0,2,0,1,2,2,1.71,0,0,0,1,10,31,0.250,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,-,0.286,7.8,13.3,3.86,7.71,0.50,0.400,0.250,0.650,/Record/Player/PitcherDetail/Basic.aspx?playerId=53301,53301,2026,WO
