season_year,player_id,player_name,team_name,team_code,rank_no,era,g,w,l,sv,hld,wpct,ip,h,hr,bb,hbp,so,r,er,whip,cg,sho,qs,bsv,tbf,np,avg,double_hit,triple_hit,sac,sf,ibb,wp,bk,gs,wgs,wgr,gf,svo,ts,gdp,go_count,ao_count,go_ao,babip,p_g,p_ip,k9,bb9,k_bb,obp,slg,ops
2026,68043,김민,SSG,SK,12,4.76,23,4,2,1,5,0.667,22 2/3,18,1,14,1,26,14,12,1.41,0,0,0,1,99,347,0.214,3,0,0,0,2,2,0,0,0,4,3,6,0,4,24,16,1.5,0.298,15.1,15.3,10.32,5.56,1.86,0.333,0.286,0.619
2026,52844,김도현,SSG,SK,13,5.06,4,0,0,0,0,,5 1/3,3,1,9,0,2,3,3,2.25,0,0,0,0,27,117,0.167,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,8,0.63,0.133,29.3,21.9,3.38,15.19,0.22,0.444,0.333,0.777
2026,56841,베니지아노,SSG,SK,14,5.83,9,1,2,0,0,0.333,41 2/3,52,6,17,4,32,31,27,1.66,0,0,0,0,197,782,0.306,7,0,6,0,0,1,0,9,1,0,0,0,0,3,48,38,1.26,0.348,86.9,18.8,6.91,3.67,1.88,0.382,0.453,0.835
2026,50812,박시후,SSG,SK,15,6.08,13,0,1,0,0,0.0,13 1/3,14,3,7,3,11,11,9,1.58,0,0,0,1,63,235,0.269,4,0,0,1,0,2,0,0,0,0,1,1,0,1,13,15,0.87,0.282,18.1,17.6,7.43,4.73,1.57,0.381,0.519,0.9
2026,52868,이기순,SSG,SK,16,6.75,7,1,1,0,0,0.5,9 1/3,11,0,11,2,7,7,7,2.36,0,0,0,0,51,202,0.289,3,0,0,0,0,1,0,1,0,1,4,0,0,0,8,12,0.67,0.355,28.9,21.6,6.75,10.61,0.64,0.471,0.368,0.839
2026,51895,장지훈,SSG,SK,17,8.31,12,0,0,0,0,,17 1/3,21,3,6,2,9,16,16,1.56,0,0,0,0,80,281,0.292,4,0,0,0,1,0,0,0,0,0,3,0,0,1,21,21,1.0,0.3,23.4,16.2,4.67,3.12,1.5,0.363,0.472,0.835
2026,51702,이준기,SSG,SK,18,9.0,1,0,0,0,0,,2,3,0,2,0,1,2,2,2.5,0,0,0,0,11,45,0.375,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0.25,0.375,45.0,22.5,4.5,9.0,0.5,0.455,0.5,0.955
2026,52809,전영준,SSG,SK,18,9.0,12,0,0,1,0,,11,9,3,6,2,15,11,11,1.36,0,0,0,0,47,186,0.231,0,0,0,0,0,0,0,0,0,0,2,1,1,3,6,9,0.67,0.286,15.5,16.9,12.27,4.91,2.5,0.362,0.462,0.824
2026,56823,타케다,SSG,SK,20,9.46,8,1,5,0,0,0.167,32 1/3,49,3,21,1,29,35,34,2.16,0,0,0,0,168,655,0.34,8,0,1,1,0,5,0,8,1,0,0,0,0,1,39,28,1.39,0.407,81.9,20.3,8.07,5.85,1.38,0.425,0.458,0.883
2026,56800,긴지로,SSG,SK,21,9.75,3,0,2,0,0,0.0,12,14,2,12,1,15,13,13,2.17,0,0,0,0,63,275,0.304,2,0,2,2,0,0,1,3,0,0,0,0,0,0,5,14,0.36,0.387,91.7,22.9,11.25,9.0,1.25,0.443,0.478,0.921
